CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
2005;2505204;CUITEGI;Cuitegi;PB
2007;2505303;CURRAL VELHO;Curral Velho;PB
2009;2505402;DESTERRO;Desterro;PB
2011;2505501;VISTA SERRANA;Vista Serrana;PB
2013;2505600;DIAMANTE;Diamante;PB
2015;2505709;DONA INÊS;Dona Inês;PB
2017;2505808;DUAS ESTRADAS;Duas Estradas;PB
2019;2505907;EMAS;Emas;PB
2021;2506004;ESPERANÇA;Esperança;PB
2023;2506103;FAGUNDES;Fagundes;PB
2025;2506202;FREI MARTINHO;Frei Martinho;PB
2027;2506301;GUARABIRA;Guarabira;PB
2029;2506400;GURINHÉM;Gurinhém;PB
2031;2506509;GURJÃO;Gurjão;PB
2033;2506608;IBIARA;Ibiara;PB
2035;2506707;IMACULADA;Imaculada;PB
2037;2506806;INGÁ;Ingá;PB
2039;2506905;ITABAIANA;Itabaiana;PB
2041;2507002;ITAPORANGA;Itaporanga;PB
2043;2507101;ITAPOROROCA;Itapororoca;PB
2045;2507200;ITATUBA;Itatuba;PB
2047;2507309;JACARAÚ;Jacaraú;PB
2049;2507408;JERICÓ;Jericó;PB
2051;2507507;JOÃO PESSOA;João Pessoa;PB
2053;2507606;JUAREZ TÁVORA;Juarez Távora;PB
2055;2507705;JUAZEIRINHO;Juazeirinho;PB
2057;2507804;JUNCO DO SERIDÓ;Junco do Seridó;PB
2059;2507903;JURIPIRANGA;Juripiranga;PB
2061;2508000;JURU;Juru;PB
2063;2508109;LAGOA;Lagoa;PB
2065;2508208;LAGOA DE DENTRO;Lagoa de Dentro;PB
2067;2508307;LAGOA SECA;Lagoa Seca;PB
2069;2508406;LASTRO;Lastro;PB
2071;2508505;LIVRAMENTO;Livramento;PB
2073;2508604;LUCENA;Lucena;PB
2075;2508703;MÃE D'ÁGUA;Mãe d'Água;PB
2077;2508802;MALTA;Malta;PB
2079;2508901;MAMANGUAPE;Mamanguape;PB
2081;2509008;MANAÍRA;Manaíra;PB
2083;2509107;MARI;Mari;PB
2085;2509206;MASSARANDUBA;Massaranduba;PB
2087;2509305;MATARACA;Mataraca;PB
2089;2509404;MOGEIRO;Mogeiro;PB
2091;2509503;MONTADAS;Montadas;PB
2093;2509602;MONTE HOREBE;Monte Horebe;PB
2095;2509701;MONTEIRO;Monteiro;PB
2097;2509800;MULUNGU;Mulungu;PB
2099;2509909;NATUBA;Natuba;PB
2101;2510006;NAZAREZINHO;Nazarezinho;PB
2103;2510105;NOVA FLORESTA;Nova Floresta;PB
2105;2510204;NOVA OLINDA;Nova Olinda;PB
2107;2510303;NOVA PALMEIRA;Nova Palmeira;PB
2109;2510402;OLHO D'ÁGUA;Olho d'Água;PB
2111;2510501;OLIVEDOS;Olivedos;PB
2113;2510600;OURO VELHO;Ouro Velho;PB
2115;2510709;PASSAGEM;Passagem;PB
2117;2510808;PATOS;Patos;PB
2119;2510907;PAULISTA;Paulista;PB
2121;2511004;PEDRA BRANCA;Pedra Branca;PB
2123;2511103;PEDRA LAVRADA;Pedra Lavrada;PB
2125;2511202;PEDRAS DE FOGO;Pedras de Fogo;PB
2127;2511301;PIANCÓ;Piancó;PB
2129;2511400;PICUÍ;Picuí;PB
2131;2511509;PILAR;Pilar;PB
2133;2511608;PILÕES;Pilões;PB
2135;2511707;PILÕEZINHOS;Pilõezinhos;PB
2137;2511806;PIRPIRITUBA;Pirpirituba;PB
2139;2511905;PITIMBU;Pitimbu;PB
2141;2512002;POCINHOS;Pocinhos;PB
2143;2512101;POMBAL;Pombal;PB
2145;2512200;PRATA;Prata;PB
2147;2512309;PRINCESA ISABEL;Princesa Isabel;PB
2149;2512408;PUXINANÃ;Puxinanã;PB
2151;2512507;QUEIMADAS;Queimadas;PB
2153;2512606;QUIXABÁ;Quixaba;PB
2155;2512705;REMÍGIO;Remígio;PB
2157;2512804;RIACHO DOS CAVALOS;Riacho dos Cavalos;PB
2159;2512903;RIO TINTO;Rio Tinto;PB
2161;2513000;SALGADINHO;Salgadinho;PB
2163;2513109;SALGADO DE SÃO FÉLIX;Salgado de São Félix;PB
2165;2513208;SANTA CRUZ;Santa Cruz;PB
2167;2513307;SANTA HELENA;Santa Helena;PB
2169;2513406;SANTA LUZIA;Santa Luzia;PB
2171;2513505;SANTANA DE MANGUEIRA;Santana de Mangueira;PB
2173;2513604;SANTANA DOS GARROTES;Santana dos Garrotes;PB
2175;2513703;SANTA RITA;Santa Rita;PB
2177;2513802;SANTA TERESINHA;Santa Teresinha;PB
2179;2513901;SÃO BENTO;São Bento;PB
2181;2514008;SÃO JOÃO DO CARIRI;São João do Cariri;PB
2183;2514107;SÃO JOÃO DO TIGRE;São João do Tigre;PB
2185;2514206;SÃO JOSÉ DA LAGOA TAPADA;São José da Lagoa Tapada;PB
2187;2514305;SÃO JOSÉ DE CAIANA;São José de Caiana;PB
2189;2514404;SÃO JOSÉ DE ESPINHARAS;São José de Espinharas;PB
2191;2514503;SÃO JOSÉ DE PIRANHAS;São José de Piranhas;PB
2193;2514602;SÃO JOSÉ DO BONFIM;São José do Bonfim;PB
2195;2514701;SÃO JOSÉ DO SABUGI;São José do Sabugi;PB
2197;2514800;SÃO JOSÉ DOS CORDEIROS;São José dos Cordeiros;PB
2199;2514909;SÃO MAMEDE;São Mamede;PB
2201;2515005;SÃO MIGUEL DE TAIPU;São Miguel de Taipu;PB
2203;2515104;SÃO SEBASTIÃO DE LAGOA DE ROÇA;São Sebastião de Lagoa de Roça;PB
2205;2515203;SÃO SEBASTIÃO DO UMBUZEIRO;São Sebastião do Umbuzeiro;PB
2207;2515302;SAPÉ;Sapé;PB
2209;2515401;SÃO VICENTE DO SERIDÓ;São Vicente do Seridó;PB
2211;2515500;SERRA BRANCA;Serra Branca;PB
2213;2515609;SERRA DA RAIZ;Serra da Raiz;PB
2215;2515708;SERRA GRANDE;Serra Grande;PB
2217;2515807;SERRA REDONDA;Serra Redonda;PB
2219;2515906;SERRARIA;Serraria;PB
2221;2516003;SOLÂNEA;Solânea;PB
2223;2516102;SOLEDADE;Soledade;PB
2225;2516201;SOUSA;Sousa;PB
2227;2516300;SUMÉ;Sumé;PB
2229;2516409;TACIMA;Tacima;PB
2231;2516508;TAPEROÁ;Taperoá;PB
2233;2516607;TAVARES;Tavares;PB
2235;2516706;TEIXEIRA;Teixeira;PB
2237;2516805;TRIUNFO;Triunfo;PB
2239;2516904;UIRAÚNA;Uiraúna;PB
2241;2517001;UMBUZEIRO;Umbuzeiro;PB
2243;2517100;VÁRZEA;Várzea;PB
2245;2201150;BAIXA GRANDE DO RIBEIRO;Baixa Grande do Ribeiro;PI
2247;2202251;CANAVIEIRA;Canavieira;PI
2249;2202752;COLÔNIA DO GURGUÉIA;Colônia do Gurguéia;PI
2251;2201929;BONFIM DO PIAUÍ;Bonfim do Piauí;PI
2253;2202778;COLÔNIA DO PIAUÍ;Colônia do Piauí;PI
2255;2202851;CORONEL JOSÉ DIAS;Coronel José Dias;PI
2257;2203750;FARTURA DO PIAUÍ;Fartura do Piauí;PI
2259;2205565;LAGOA DO BARRO DO PIAUÍ;Lagoa do Barro do Piauí;PI
2261;2209377;SANTA ROSA DO PIAUÍ;Santa Rosa do Piauí;PI
2263;2209559;SÃO BRAZ DO PIAUÍ;São Braz do Piauí;PI
2265;2210359;SÃO LOURENÇO DO PIAUÍ;São Lourenço do Piauí;PI
2267;2211357;VÁRZEA BRANCA;Várzea Branca;PI
2269;2200277;ALEGRETE DO PIAUÍ;Alegrete do Piauí;PI
2271;2202091;CALDEIRÃO GRANDE DO PIAUÍ;Caldeirão Grande do Piauí;PI
2273;2205151;JACOBINA DO PIAUÍ;Jacobina do Piauí;PI
2275;2205953;MARCOLÂNDIA;Marcolândia;PI
2277;2207777;PATOS DO PIAUÍ;Patos do Piauí;PI
2279;2208650;QUEIMADA NOVA;Queimada Nova;PI
2281;2209351;SANTANA DO PIAUÍ;Santana do Piauí;PI
2283;2201960;BRASILEIRA;Brasileira;PI
2285;2210052;SÃO JOSÉ DO DIVINO;São José do Divino;PI
2287;2201919;BOM PRINCÍPIO DO PIAUÍ;Bom Princípio do Piauí;PI
2289;2608453;LAGOA DO CARRO;Lagoa do Carro;PE
2291;2616183;VERTENTE DO LÉRIO;Vertente do Lério;PE
2293;2616506;XEXÉU;Xexéu;PE
2295;2608255;JUCATI;Jucati;PE
2297;2612455;SANTA CRUZ;Santa Cruz;PE
2299;2605152;DORMENTES;Dormentes;PE
2301;2600104;AFOGADOS DA INGAZEIRA;Afogados da Ingazeira;PE
2303;2600203;AFRÂNIO;Afrânio;PE
2305;2600302;AGRESTINA;Agrestina;PE
2307;2600401;ÁGUA PRETA;Água Preta;PE
2309;2600500;ÁGUAS BELAS;Águas Belas;PE
2311;2600609;ALAGOINHA;Alagoinha;PE
2313;2600708;ALIANÇA;Aliança;PE
2315;2600807;ALTINHO;Altinho;PE
2317;2600906;AMARAJI;Amaraji;PE
2319;2601003;ANGELIM;Angelim;PE
2321;2601102;ARARIPINA;Araripina;PE
2323;2601201;ARCOVERDE;Arcoverde;PE
2325;2601300;BARRA DE GUABIRABA;Barra de Guabiraba;PE
2327;2601409;BARREIROS;Barreiros;PE
2329;2601508;BELÉM DE MARIA;Belém de Maria;PE
2331;2601607;BELÉM DE SÃO FRANCISCO;Belém do São Francisco;PE
2333;2601706;BELO JARDIM;Belo Jardim;PE
2335;2601805;BETÂNIA;Betânia;PE
2337;2601904;BEZERROS;Bezerros;PE
2339;2602001;BODOCÓ;Bodocó;PE
2341;2602100;BOM CONSELHO;Bom Conselho;PE
2343;2602209;BOM JARDIM;Bom Jardim;PE
2345;2602308;BONITO;Bonito;PE
2347;2602407;BREJÃO;Brejão;PE
2349;2602506;BREJINHO;Brejinho;PE
2351;2602605;BREJO DA MADRE DE DEUS;Brejo da Madre de Deus;PE
2353;2602704;BUENOS AIRES;Buenos Aires;PE
2355;2602803;BUÍQUE;Buíque;PE
2357;2602902;CABO DE SANTO AGOSTINHO;Cabo de Santo Agostinho;PE
2359;2603009;CABROBÓ;Cabrobó;PE
2361;2603108;CACHOEIRINHA;Cachoeirinha;PE
2363;2603207;CAETÉS;Caetés;PE
2365;2603306;CALÇADO;Calçado;PE
2367;2603405;CALUMBI;Calumbi;PE
2369;2603504;CAMOCIM DE SÃO FÉLIX;Camocim de São Félix;PE
2371;2603603;CAMUTANGA;Camutanga;PE
2373;2603702;CANHOTINHO;Canhotinho;PE
2375;2603801;CAPOEIRAS;Capoeiras;PE
2377;2603900;CARNAÍBA;Carnaíba;PE
2379;2604007;CARPINA;Carpina;PE
2381;2604106;CARUARU;Caruaru;PE
2383;2604205;CATENDE;Catende;PE
2385;2604304;CEDRO;Cedro;PE
2387;2604403;CHÃ DE ALEGRIA;Chã de Alegria;PE
2389;2604502;CHÃ GRANDE;Chã Grande;PE
2391;2604601;CONDADO;Condado;PE
2393;2604700;CORRENTES;Correntes;PE
2395;2604809;CORTÊS;Cortês;PE
2397;2604908;CUMARU;Cumaru;PE
2399;2605004;CUPIRA;Cupira;PE
2401;2605103;CUSTÓDIA;Custódia;PE
2403;2605202;ESCADA;Escada;PE
2405;2605301;EXU;Exu;PE
2407;2605400;FEIRA NOVA;Feira Nova;PE
2409;2605509;FERREIROS;Ferreiros;PE
2411;2605608;FLORES;Flores;PE
2413;2605707;FLORESTA;Floresta;PE
2415;2605806;FREI MIGUELINHO;Frei Miguelinho;PE
2417;2605905;GAMELEIRA;Gameleira;PE
2419;2606002;GARANHUNS;Garanhuns;PE
2421;2606101;GLÓRIA DO GOITÁ;Glória do Goitá;PE
2423;2606200;GOIANA;Goiana;PE
2425;2606309;GRANITO;Granito;PE
2427;2606408;GRAVATÁ;Gravatá;PE
2429;2606507;IATI;Iati;PE
2431;2606606;IBIMIRIM;Ibimirim;PE
2433;2606705;IBIRAJUBA;Ibirajuba;PE
2435;2606804;IGARASSU;Igarassu;PE
2437;2606903;IGUARACI;Iguaracy;PE
2439;2607000;INAJÁ;Inajá;PE
2441;2607109;INGAZEIRA;Ingazeira;PE
2443;2607208;IPOJUCA;Ipojuca;PE
2445;2607307;IPUBI;Ipubi;PE
2447;2607406;ITACURUBA;Itacuruba;PE
2449;2607505;ITAÍBA;Itaíba;PE
2451;2607604;ILHA DE ITAMARACÁ;Ilha de Itamaracá;PE
2453;2607703;ITAPETIM;Itapetim;PE
2455;2607802;ITAQUITINGA;Itaquitinga;PE
2457;2607901;JABOATÃO DOS GUARARAPES;Jaboatão dos Guararapes;PE
2459;2608008;JATAÚBA;Jataúba;PE
2461;2608107;JOÃO ALFREDO;João Alfredo;PE
2463;2608206;JOAQUIM NABUCO;Joaquim Nabuco;PE
2465;2608305;JUPI;Jupi;PE
2467;2608404;JUREMA;Jurema;PE
2469;2608503;LAGOA DO ITAENGA;Lagoa de Itaenga;PE
2471;2608602;LAGOA DO OURO;Lagoa do Ouro;PE
2473;2608701;LAGOA DOS GATOS;Lagoa dos Gatos;PE
2475;2608800;LAJEDO;Lajedo;PE
2477;2608909;LIMOEIRO;Limoeiro;PE
2479;2609006;MACAPARANA;Macaparana;PE
2481;2609105;MACHADOS;Machados;PE
2483;2609204;MARAIAL;Maraial;PE
2485;2609303;MIRANDIBA;Mirandiba;PE
2487;2609402;MORENO;Moreno;PE
2489;2609501;NAZARÉ DA MATA;Nazaré da Mata;PE
2491;2609600;OLINDA;Olinda;PE
2493;2609709;OROBÓ;Orobó;PE
2495;2609808;OROCÓ;Orocó;PE
2497;2609907;OURICURI;Ouricuri;PE
2499;2610004;PALMARES;Palmares;PE
2501;2610103;PALMEIRINA;Palmeirina;PE
2503;2610202;PANELAS;Panelas;PE
2505;2610301;PARANATAMA;Paranatama;PE
2507;2610400;PARNAMIRIM;Parnamirim;PE
2509;2610509;PASSIRA;Passira;PE
2511;2610608;PAUDALHO;Paudalho;PE
2513;2610707;PAULISTA;Paulista;PE
2515;2610806;PEDRA;Pedra;PE
2517;2610905;PESQUEIRA;Pesqueira;PE
2519;2611002;PETROLÂNDIA;Petrolândia;PE
2521;2611101;PETROLINA;Petrolina;PE
2523;2611200;POÇÃO;Poção;PE
2525;2611309;POMBOS;Pombos;PE
2527;2611408;PRIMAVERA;Primavera;PE
2529;2611507;QUIPAPÁ;Quipapá;PE
2531;2611606;RECIFE;Recife;PE
2533;2611705;RIACHO DAS ALMAS;Riacho das Almas;PE
2535;2611804;RIBEIRÃO;Ribeirão;PE
2537;2611903;RIO FORMOSO;Rio Formoso;PE
2539;2612000;SAIRÉ;Sairé;PE
2541;2612109;SALGADINHO;Salgadinho;PE
2543;2612208;SALGUEIRO;Salgueiro;PE
2545;2612307;SALOÁ;Saloá;PE
2547;2612406;SANHARÓ;Sanharó;PE
2549;2612505;SANTA CRUZ DO CAPIBARIBE;Santa Cruz do Capibaribe;PE
2551;2612604;SANTA MARIA DA BOA VISTA;Santa Maria da Boa Vista;PE
2553;2612703;SANTA MARIA DO CAMBUCÁ;Santa Maria do Cambucá;PE
2555;2612802;SANTA TEREZINHA;Santa Terezinha;PE
2557;2612901;SÃO BENEDITO DO SUL;São Benedito do Sul;PE
2559;2613008;SÃO BENTO DO UNA;São Bento do Una;PE
2561;2613107;SÃO CAITANO;São Caitano;PE
2563;2613206;SÃO JOÃO;São João;PE
2565;2613305;SÃO JOAQUIM DO MONTE;São Joaquim do Monte;PE
2567;2613404;SÃO JOSÉ DA COROA GRANDE;São José da Coroa Grande;PE
2569;2613503;SÃO JOSÉ DO BELMONTE;São José do Belmonte;PE
2571;2613602;SÃO JOSÉ DO EGITO;São José do Egito;PE
2573;2613701;SÃO LOURENÇO DA MATA;São Lourenço da Mata;PE
2575;2613800;SÃO VICENTE FERRER;São Vicente Férrer;PE
2577;2613909;SERRA TALHADA;Serra Talhada;PE
2579;2614006;SERRITA;Serrita;PE
2581;2614105;SERTÂNIA;Sertânia;PE
2583;2614204;SIRINHAÉM;Sirinhaém;PE
2585;2614303;MOREILÂNDIA;Moreilândia;PE
2587;2614402;SOLIDÃO;Solidão;PE
2589;2614501;SURUBIM;Surubim;PE
2591;2614600;TABIRA;Tabira;PE
2593;2614709;TACAIMBÓ;Tacaimbó;PE
2595;2614808;TACARATU;Tacaratu;PE
2597;2607653;ITAMBÉ;Itambé;PE
2599;2615003;TAQUARITINGA DO NORTE;Taquaritinga do Norte;PE
2601;2615102;TEREZINHA;Terezinha;PE
2603;2615201;TERRA NOVA;Terra Nova;PE
2605;2615300;TIMBAÚBA;Timbaúba;PE
2607;2615409;TORITAMA;Toritama;PE
2609;2615508;TRACUNHAÉM;Tracunhaém;PE
2611;2615607;TRINDADE;Trindade;PE
2613;2615706;TRIUNFO;Triunfo;PE
2615;2615805;TUPANATINGA;Tupanatinga;PE
2617;2615904;TUPARETAMA;Tuparetama;PE
2619;2616001;VENTUROSA;Venturosa;PE
2621;2616100;VERDEJANTE;Verdejante;PE
2623;2616209;VERTENTES;Vertentes;PE
2625;2616308;VICÊNCIA;Vicência;PE
2627;2616407;VITÓRIA DE SANTO ANTÃO;Vitória de Santo Antão;PE
2629;2603454;CAMARAGIBE;Camaragibe;PE
2631;2600054;ABREU E LIMA;Abreu e Lima;PE
2633;2607752;ITAPISSUMA;Itapissuma;PE
2635;2603926;CARNAUBEIRA DA PENHA;Carnaubeira da Penha;PE
2637;2611533;QUIXABA;Quixaba;PE
2639;2612471;SANTA CRUZ DA BAIXA VERDE;Santa Cruz da Baixa Verde;PE
2641;2706448;PARIPUEIRA;Paripueira;AL
2643;2702553;ESTRELA DE ALAGOAS;Estrela de Alagoas;AL
2645;2706422;PARICONHA;Pariconha;AL
2647;2806404;SANTANA DO SÃO FRANCISCO;Santana do São Francisco;SE
2649;3162955;SÃO JOSÉ DA LAPA;São José da Lapa;MG
2651;3112653;CAPITÃO ANDRADE;Capitão Andrade;MG
2653;3115458;CATUJI;Catuji;MG
2655;3135076;JAMPRUCA;Jampruca;MG
2657;3122454;DIVISÓPOLIS;Divisópolis;MG
2659;3140555;MATA VERDE;Mata Verde;MG
2661;3146750;PALMÓPOLIS;Palmópolis;MG
2663;3123858;ENTRE FOLHAS;Entre Folhas;MG
2665;3131158;IPABA;Ipaba;MG
2667;3157252;SANTA BÁRBARA DO LESTE;Santa Bárbara do Leste;MG
2669;3159357;SANTA RITA DE MINAS;Santa Rita de Minas;MG
2671;3170057;UBAPORANGA;Ubaporanga;MG
2673;3158953;SANTANA DO PARAÍSO;Santana do Paraíso;MG
2675;3123528;DURANDÉ;Durandé;MG
2677;3162559;SÃO JOÃO DO MANHUAÇU;São João do Manhuaçu;MG
2679;3162575;SÃO JOÃO DO MANTENINHA;São João do Manteninha;MG
2681;3101631;ALFREDO VASCONCELOS;Alfredo Vasconcelos;MG
2683;3125952;FERVEDOURO;Fervedouro;MG
2685;3114550;CARNEIRINHO;Carneirinho;MG
2687;3138625;LIMEIRA DO OESTE;Limeira do Oeste;MG
2689;3165578;SENADOR AMARAL;Senador Amaral;MG
2691;3136652;JUATUBA;Juatuba;MG
2693;3130051;ICARAÍ DE MINAS;Icaraí de Minas;MG
2695;3138658;LONTRA;Lontra;MG
2697;3143450;MONTEZUMA;Montezuma;MG
2699;3170529;URUCUIA;Urucuia;MG
2701;2700102;ÁGUA BRANCA;Água Branca;AL
2703;2700201;ANADIA;Anadia;AL
2705;2700300;ARAPIRACA;Arapiraca;AL
2707;2700409;ATALAIA;Atalaia;AL
2709;2700508;BARRA DE SANTO ANTÔNIO;Barra de Santo Antônio;AL
2711;2700607;BARRA DE SÃO MIGUEL;Barra de São Miguel;AL
2713;2700706;BATALHA;Batalha;AL
2715;2700805;BELÉM;Belém;AL
2717;2700904;BELO MONTE;Belo Monte;AL
2719;2701001;BOCA DA MATA;Boca da Mata;AL
2721;2701100;BRANQUINHA;Branquinha;AL
2723;2701209;CACIMBINHAS;Cacimbinhas;AL
2725;2701308;CAJUEIRO;Cajueiro;AL
2727;2701407;CAMPO ALEGRE;Campo Alegre;AL
2729;2701506;CAMPO GRANDE;Campo Grande;AL
2731;2701605;CANAPI;Canapi;AL
2733;2701704;CAPELA;Capela;AL
2735;2701803;CARNEIROS;Carneiros;AL
2737;2701902;CHÃ PRETA;Chã Preta;AL
2739;2702009;COITÉ DO NÓIA;Coité do Nóia;AL
2741;2702108;COLÔNIA LEOPOLDINA;Colônia Leopoldina;AL
2743;2702207;COQUEIRO SECO;Coqueiro Seco;AL
2745;2702306;CORURIPE;Coruripe;AL
2747;2702405;DELMIRO GOUVEIA;Delmiro Gouveia;AL
2749;2702504;DOIS RIACHOS;Dois Riachos;AL
2751;2702603;FEIRA GRANDE;Feira Grande;AL
2753;2702702;FELIZ DESERTO;Feliz Deserto;AL
2755;2702801;FLEXEIRAS;Flexeiras;AL
2757;2702900;GIRAU DO PONCIANO;Girau do Ponciano;AL
2759;2703007;IBATEGUARA;Ibateguara;AL
2761;2703106;IGACI;Igaci;AL
2763;2703205;IGREJA NOVA;Igreja Nova;AL
2765;2703304;INHAPI;Inhapi;AL
2767;2703403;JACARÉ DOS HOMENS;Jacaré dos Homens;AL
2769;2703502;JACUÍPE;Jacuípe;AL
2771;2703601;JAPARATINGA;Japaratinga;AL
2773;2703700;JARAMATAIA;Jaramataia;AL
2775;2703809;JOAQUIM GOMES;Joaquim Gomes;AL
2777;2703908;JUNDIÁ;Jundiá;AL
2779;2704005;JUNQUEIRO;Junqueiro;AL
2781;2704104;LAGOA DA CANOA;Lagoa da Canoa;AL
2783;2704203;LIMOEIRO DE ANADIA;Limoeiro de Anadia;AL
2785;2704302;MACEIÓ;Maceió;AL
2787;2704401;MAJOR ISIDORO;Major Isidoro;AL
2789;2704500;MARAGOGI;Maragogi;AL
2791;2704609;MARAVILHA;Maravilha;AL
2793;2704708;MARECHAL DEODORO;Marechal Deodoro;AL
2795;2704807;MARIBONDO;Maribondo;AL
2797;2704906;MAR VERMELHO;Mar Vermelho;AL
2799;2705002;MATA GRANDE;Mata Grande;AL
2801;2705101;MATRIZ DE CAMARAGIBE;Matriz de Camaragibe;AL
2803;2705200;MESSIAS;Messias;AL
2805;2705309;MINADOR DO NEGRÃO;Minador do Negrão;AL
2807;2705408;MONTEIRÓPOLIS;Monteirópolis;AL
2809;2705507;MURICI;Murici;AL
2811;2705606;NOVO LINO;Novo Lino;AL
2813;2705705;OLHO D'ÁGUA DAS FLORES;Olho d'Água das Flores;AL
2815;2705804;OLHO D'ÁGUA DO CASADO;Olho d'Água do Casado;AL
2817;2705903;OLHO D'ÁGUA GRANDE;Olho d'Água Grande;AL
2819;2706000;OLIVENÇA;Olivença;AL
2821;2706109;OURO BRANCO;Ouro Branco;AL
2823;2706208;PALESTINA;Palestina;AL
2825;2706307;PALMEIRA DOS ÍNDIOS;Palmeira dos Índios;AL
2827;2706406;PÃO DE AÇÚCAR;Pão de Açúcar;AL
2829;2706505;PASSO DE CAMARAGIBE;Passo de Camaragibe;AL
2831;2706604;PAULO JACINTO;Paulo Jacinto;AL
2833;2706703;PENEDO;Penedo;AL
2835;2706802;PIAÇABUÇU;Piaçabuçu;AL
2837;2706901;PILAR;Pilar;AL
2839;2707008;PINDOBA;Pindoba;AL
2841;2707107;PIRANHAS;Piranhas;AL
2843;2707206;POÇO DAS TRINCHEIRAS;Poço das Trincheiras;AL
2845;2707305;PORTO CALVO;Porto Calvo;AL
2847;2707404;PORTO DE PEDRAS;Porto de Pedras;AL
2849;2707503;PORTO REAL DO COLÉGIO;Porto Real do Colégio;AL
2851;2707602;QUEBRANGULO;Quebrangulo;AL
2853;2707701;RIO LARGO;Rio Largo;AL
2855;2707800;ROTEIRO;Roteiro;AL
2857;2707909;SANTA LUZIA DO NORTE;Santa Luzia do Norte;AL
2859;2708006;SANTANA DO IPANEMA;Santana do Ipanema;AL
2861;2708105;SANTANA DO MUNDAÚ;Santana do Mundaú;AL
2863;2708204;SÃO BRÁS;São Brás;AL
2865;2708303;SÃO JOSÉ DA LAJE;São José da Laje;AL
2867;2708402;SÃO JOSÉ DA TAPERA;São José da Tapera;AL
2869;2708501;SÃO LUÍS DO QUITUNDE;São Luís do Quitunde;AL
2871;2708600;SÃO MIGUEL DOS CAMPOS;São Miguel dos Campos;AL
2873;2708709;SÃO MIGUEL DOS MILAGRES;São Miguel dos Milagres;AL
2875;2708808;SÃO SEBASTIÃO;São Sebastião;AL
2877;2708907;SATUBA;Satuba;AL
2879;2709004;TANQUE D'ARCA;Tanque d'Arca;AL
2881;2709103;TAQUARANA;Taquarana;AL
2883;2709202;TRAIPU;Traipu;AL
2885;2709301;UNIÃO DOS PALMARES;União dos Palmares;AL
2887;2709400;VIÇOSA;Viçosa;AL
2889;2702355;CRAÍBAS;Craíbas;AL
2891;2708956;SENADOR RUI PALMEIRA;Senador Rui Palmeira;AL
2893;3135050;JAÍBA;Jaíba;MG
2895;3139250;MAMONAS;Mamonas;MG
2897;3140852;MATIAS CARDOSO;Matias Cardoso;MG
2899;3149150;PEDRAS DE MARIA DA CRUZ;Pedras de Maria da Cruz;MG
2901;3154457;RIACHINHO;Riachinho;MG
2903;3103751;ARAPORÃ;Araporã;MG
2905;3137536;LAGOA GRANDE;Lagoa Grande;MG
2907;3301850;GUAPIMIRIM;Guapimirim;RJ
2909;3300456;BELFORD ROXO;Belford Roxo;RJ
2911;3304144;QUEIMADOS;Queimados;RJ
2913;3302270;JAPERI;Japeri;RJ
2915;3301157;CARDOSO MOREIRA;Cardoso Moreira;RJ
2917;3306156;VARRE-SAI;Varre-Sai;RJ
2919;3300159;APERIBÉ;Aperibé;RJ
2921;3304524;RIO DAS OSTRAS;Rio das Ostras;RJ
2923;3304128;QUATIS;Quatis;RJ
2925;3300225;AREAL;Areal;RJ
2927;3300951;COMENDADOR LEVY GASPARIAN;Comendador Levy Gasparian;RJ
2929;3203346;MARECHAL FLORIANO;Marechal Floriano;ES
2931;3202652;IRUPI;Irupi;ES
2933;3204658;SÃO DOMINGOS DO NORTE;São Domingos do Norte;ES
2935;3205150;VILA PAVÃO;Vila Pavão;ES
2937;3527256;LOURDES;Lourdes;SP
2939;3548054;SANTO ANTÔNIO DO ARACANGUÁ;Santo Antônio do Aracanguá;SP
2941;3549250;SÃO JOÃO DE IRACEMA;São João de Iracema;SP
2943;3520442;ILHA SOLTEIRA;Ilha Solteira;SP
2945;3552551;SUZANÁPOLIS;Suzanápolis;SP
2947;3510153;CANITAR;Canitar;SP
2949;3515152;ENGENHEIRO COELHO;Engenheiro Coelho;SP
2951;3519071;HORTOLÂNDIA;Hortolândia;SP
2953;3519055;HOLAMBRA;Holambra;SP
2955;3554953;TUIUTI;Tuiuti;SP
2957;3556354;VARGEM;Vargem;SP
2959;3557303;ESTIVA GERBI;Estiva Gerbi;SP
2961;3515129;EMILIANÓPOLIS;Emilianópolis;SP
2963;3537156;PEDRINHAS PAULISTA;Pedrinhas Paulista;SP
2965;3506359;BERTIOGA;Bertioga;SP
2967;3509254;CAJATI;Cajati;SP
2969;3520426;ILHA COMPRIDA;Ilha Comprida;SP
2971;3555356;UBARANA;Ubarana;SP
2973;3557154;ZACARIAS;Zacarias;SP
2975;3514924;ELISIÁRIO;Elisiário;SP
2977;3528858;MARAPOAMA;Marapoama;SP
2979;3533254;NOVAIS;Novais;SP
2981;3503950;ASPÁSIA;Aspásia;SP
2983;3529658;MESÓPOLIS;Mesópolis;SP
2985;3532843;NOVA CANAÃ PAULISTA;Nova Canaã Paulista;SP
2987;3540259;PONTALINDA;Pontalinda;SP
2989;3536257;PARISI;Parisi;SP
2991;3503158;ARAPEÍ;Arapeí;SP
2993;3540754;POTIM;Potim;SP
2995;3500758;ALAMBARI;Alambari;SP
